fromLib,toLib,type
org.elasticsearch:elasticsearch,org.springframework.boot:spring-boot-starter-data-elasticsearch,undecided
org.elasticsearch:elasticsearch,org.springframework.boot:spring-boot-starter-web,undecided
org.flywaydb:flyway-core,org.liquibase:liquibase-core,undecided
org.freemarker:freemarker,com.github.spullara.mustache.java:compiler,undecided
org.freemarker:freemarker,org.apache.velocity:velocity,undecided
org.fusesource.jansi:jansi,org.apache.karaf.shell:org.apache.karaf.shell.console,undecided
org.glassfish.jaxb:jaxb-runtime,com.sun.xml.bind:jaxb-core,undecided
org.glassfish.jaxb:jaxb-runtime,com.sun.xml.bind:jaxb-impl,undecided
org.glassfish.jersey.containers:jersey-container-servlet,org.glassfish.jersey.core:jersey-common,rename:undecided
org.glassfish.jersey.containers:jersey-container-servlet,org.jboss.resteasy:jaxrs-api,undecided
org.glassfish.jersey.containers:jersey-container-servlet,org.jboss.resteasy:resteasy-jaxrs,undecided
org.glassfish.jersey.containers:jersey-container-servlet-core,org.jboss.resteasy:resteasy-jaxrs,undecided
org.glassfish.jersey.core:jersey-client,com.sun.jersey:jersey-client,rename:downgrade
org.glassfish.jersey.core:jersey-client,org.apache.httpcomponents:httpclient,undecided
org.glassfish.jersey.core:jersey-client,org.jboss.resteasy:resteasy-client,undecided
org.glassfish.jersey.core:jersey-client,org.jboss.resteasy:resteasy-jackson2-provider,undecided
org.glassfish.jersey.core:jersey-client,org.jboss.resteasy:resteasy-jaxrs,undecided
org.glassfish.jersey.core:jersey-common,org.jboss.resteasy:resteasy-jaxrs,undecided
org.glassfish.jersey.core:jersey-server,com.sun.jersey:jersey-server,rename:downgrade
org.glassfish.jersey.core:jersey-server,javax:javaee-api,undecided
org.glassfish.jersey.core:jersey-server,org.jboss.resteasy:resteasy-guice,undecided
org.glassfish.jersey.core:jersey-server,org.jboss.resteasy:resteasy-jaxrs,undecided
org.glassfish.jersey.core:jersey-server,org.jboss.resteasy:resteasy-netty4,undecided
org.glassfish.jersey.inject:jersey-hk2,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,undecided
org.glassfish.jersey.inject:jersey-hk2,javax.ws.rs:javax.ws.rs-api,undecided
org.glassfish.jersey.inject:jersey-hk2,org.springframework.boot:spring-boot-devtools,undecided
org.glassfish.jersey.inject:jersey-hk2,org.springframework.boot:spring-boot-starter-data-mongodb,undecided
org.glassfish.jersey.inject:jersey-hk2,org.springframework.boot:spring-boot-starter-log4j2,undecided
org.glassfish.jersey.inject:jersey-hk2,org.springframework.boot:spring-boot-starter-test,undecided
org.glassfish.jersey.inject:jersey-hk2,org.springframework.boot:spring-boot-starter-tomcat,undecided
org.glassfish.jersey.inject:jersey-hk2,org.springframework.boot:spring-boot-starter-web,undecided
org.glassfish.jersey.media:jersey-media-json-jackson,com.fasterxml.jackson.core:jackson-core,undecided
org.glassfish.jersey.media:jersey-media-json-jackson,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,undecided
org.glassfish.jersey.media:jersey-media-json-jackson,org.glassfish.jersey.core:jersey-common,undecided
org.glassfish.jersey.media:jersey-media-json-jackson,org.jboss.resteasy:resteasy-jackson2-provider,undecided
org.glassfish.jersey.media:jersey-media-json-jackson,org.jboss.resteasy:resteasy-jaxrs,undecided
org.glassfish.web:el-impl,javax.el:javax.el-api,undecided
org.glassfish.web:el-impl,org.glassfish:javax.el,undecided
org.glassfish:javax.el,jakarta.ws.rs:jakarta.ws.rs-api,undecided
org.glassfish:javax.el,javax.el:javax.el-api,undecided
org.glassfish:javax.json,com.fasterxml.jackson.core:jackson-core,undecided
org.glassfish:javax.json,jakarta.ws.rs:jakarta.ws.rs-api,undecided
org.glassfish:javax.json,javax.json:javax.json-api,undecided
org.hamcrest:hamcrest-all,junit:junit-dep,undecided
org.hamcrest:hamcrest-all,org.assertj:assertj-core,undecided
org.hamcrest:hamcrest-all,org.easytesting:fest-assert,undecided
org.hamcrest:hamcrest-all,org.hamcrest:hamcrest-core,rename:undecided
org.hamcrest:hamcrest-all,org.hamcrest:hamcrest-integration,rename:undecided
org.hamcrest:hamcrest-all,org.hamcrest:hamcrest-library,rename:undecided
org.hamcrest:hamcrest-all,org.hamcrest:java-hamcrest,rename:undecided
org.hamcrest:hamcrest-all,org.mockito:mockito-core,undecided
org.hamcrest:hamcrest-all,org.springframework.boot:spring-boot-starter,undecided
org.hamcrest:hamcrest-all,org.springframework.boot:spring-boot-starter-test,undecided
org.hamcrest:hamcrest-core,org.assertj:assertj-core,undecided
org.hamcrest:hamcrest-core,org.easytesting:fest-assert-core,undecided
org.hamcrest:hamcrest-core,org.junit.jupiter:junit-jupiter-api,undecided
org.hamcrest:hamcrest-core,org.junit.jupiter:junit-jupiter-engine,undecided
org.hamcrest:hamcrest-core,org.mockito:mockito-all,undecided
org.hamcrest:hamcrest-core,org.mockito:mockito-core,undecided
org.hamcrest:hamcrest-core,org.powermock:powermock-api-mockito,undecided
org.hamcrest:hamcrest-library,com.google.truth:truth,undecided
org.hamcrest:hamcrest-library,org.assertj:assertj-core,undecided
org.hamcrest:hamcrest-library,org.easytesting:fest-assert,undecided
org.hamcrest:hamcrest-library,org.easytesting:fest-assert-core,undecided
org.hamcrest:hamcrest-library,org.hamcrest:hamcrest-core,rename:undecided
org.hibernate.javax.persistence:hibernate-jpa-2.1-api,javax.persistence:javax.persistence-api,undecided
org.hibernate.javax.persistence:hibernate-jpa-2.1-api,org.eclipse.persistence:javax.persistence,undecided
org.hibernate.javax.persistence:hibernate-jpa-2.1-api,org.jboss.spec.javax.servlet:jboss-servlet-api_4.0_spec,undecided
org.hibernate.javax.persistence:hibernate-jpa-2.1-api,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec,undecided
org.hibernate.validator:hibernate-validator,org.hibernate:hibernate-validator,rename:undecided
org.hibernate:hibernate-annotations,org.hibernate.common:hibernate-commons-annotations,rename:undecided
org.hibernate:hibernate-commons-annotations,org.hibernate.common:hibernate-commons-annotations,rename:undecided
org.hibernate:hibernate-core,org.hibernate.javax.persistence:hibernate-jpa-2.1-api,rename:undecided
org.hibernate:hibernate-core,org.mybatis:mybatis,undecided
org.hibernate:hibernate-core,org.mybatis:mybatis-spring,undecided
org.hibernate:hibernate-ehcache,net.sf.ehcache:ehcache,undecided
org.hibernate:hibernate-ehcache,net.sf.ehcache:ehcache-core,undecided
org.hibernate:hibernate-ehcache,org.ehcache:ehcache,undecided
org.hibernate:hibernate-entitymanager,org.apache.openjpa:openjpa,undecided
org.hibernate:hibernate-entitymanager,org.springframework.boot:spring-boot-starter-data-jpa,undecided
org.hibernate:hibernate-entitymanager,org.springframework.boot:spring-boot-starter-test,undecided
org.hibernate:hibernate-entitymanager,org.springframework.boot:spring-boot-starter-web,undecided
org.hibernate:hibernate-validator,org.hibernate.validator:hibernate-validator,rename:undecided
org.hsqldb:hsqldb,com.h2database:h2,undecided
org.hsqldb:hsqldb,hsqldb:hsqldb,rename:undecided
org.hsqldb:hsqldb,org.apache.derby:derby,undecided
org.hsqldb:hsqldb,org.liquibase:liquibase-core,undecided
org.htmlparser:htmlparser,net.sourceforge.nekohtml:nekohtml,undecided
org.javassist:javassist,asm:asm,undecided
org.javassist:javassist,javassist:javassist,rename:undecided
org.javassist:javassist,org.jboss.classfilewriter:jboss-classfilewriter,undecided
org.javassist:javassist,org.ow2.asm:asm,undecided
org.jboss.arquillian.junit:arquillian-junit-container,org.jboss.arquillian:arquillian-bom,rename:undecided
org.jboss.arquillian.junit:arquillian-junit-container,org.testng:testng,undecided
org.jboss.arquillian.testng:arquillian-testng-container,org.jboss.arquillian.junit:arquillian-junit-container,rename:undecided
org.jboss.as:jboss-as-arquillian-container-managed,org.wildfly.arquillian:wildfly-arquillian-container-managed,undecided
org.jboss.as:jboss-as-arquillian-container-managed,org.wildfly:wildfly-arquillian-container-managed,undecided
org.jboss.logging:jboss-logging,ch.qos.logback:logback-classic,undecided
org.jboss.logging:jboss-logging,org.slf4j:slf4j-api,undecided
org.jboss.netty:netty,io.netty:netty,rename:undecided
org.jboss.netty:netty,io.netty:netty-all,rename:undecided
org.jboss.netty:netty,io.netty:netty-handler,rename:undecided
org.jboss.netty:netty,org.eclipse.jetty.websocket:websocket-api,undecided
org.jboss.netty:netty,org.eclipse.jetty.websocket:websocket-common,undecided
org.jboss.netty:netty,org.eclipse.jetty.websocket:websocket-server,undecided
org.jboss.resteasy:jaxrs-api,com.sun.jersey:jersey-client,undecided
org.jboss.resteasy:jaxrs-api,javax.ws.rs:javax.ws.rs-api,undecided
org.jboss.resteasy:jaxrs-api,javax.ws.rs:jsr311-api,undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.annotation:jboss-annotations-api_1.2_spec,undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,rename:undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,rename:undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec,rename:undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_1.1_spec,rename:undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec,rename:undecided
org.jboss.resteasy:jaxrs-api,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec,rename:undecided
org.jboss.resteasy:resteasy-jackson-provider,com.fasterxml.jackson.core:jackson-annotations,undecided
org.jboss.resteasy:resteasy-jackson-provider,com.fasterxml.jackson.core:jackson-core,undecided
org.jboss.resteasy:resteasy-jackson-provider,com.fasterxml.jackson.core:jackson-databind,undecided
org.jboss.resteasy:resteasy-jackson-provider,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,undecided
org.jboss.resteasy:resteasy-jackson-provider,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec,undecided
org.jboss.resteasy:resteasy-jaxrs,com.sun.jersey:jersey-core,undecided
org.jboss.resteasy:resteasy-jaxrs,org.glassfish.jersey.containers:jersey-container-servlet-core,undecided
org.jboss.resteasy:resteasy-jaxrs,org.glassfish.jersey.core:jersey-server,undecided
org.jboss.resteasy:resteasy-jaxrs,org.glassfish.jersey.ext:jersey-spring4,undecided
org.jboss.resteasy:resteasy-jaxrs,org.glassfish.jersey.media:jersey-media-jaxb,undecided
org.jboss.resteasy:resteasy-jaxrs,org.springframework.boot:spring-boot-starter-web,undecided
org.jboss.resteasy:resteasy-jaxrs,org.springframework:spring-webmvc,undecided
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven,org.eclipse.aether:aether-api,undecided
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven,org.eclipse.aether:aether-connector-wagon,undecided
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven,org.eclipse.aether:aether-impl,undecided
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven,org.eclipse.aether:aether-transport-file,undecided
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven,org.eclipse.aether:aether-transport-http,undecided
org.jboss.shrinkwrap:shrinkwrap-api,com.google.jimfs:jimfs,undecided
org.jboss.shrinkwrap:shrinkwrap-api,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-depchain,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.jboss.spec.javax.annotation:jboss-annotations-api_1.2_spec,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.jboss.spec.javax.el:jboss-el-api_3.0_spec,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.jboss.spec.javax.faces:jboss-jsf-api_2.2_spec,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec,rename:undecided
org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec,org.wildfly.arquillian:wildfly-arquillian-container-managed,undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,io.undertow:undertow-servlet,undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,io.undertow:undertow-websockets-jsr,undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,javax.servlet:servlet-api,undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,org.jboss.spec.javax.el:jboss-el-api_3.0_spec,rename:undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,org.jboss.spec.javax.faces:jboss-jsf-api_2.2_spec,rename:undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec,rename:undecided
org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec,rename:undecided
org.jboss.spec:jboss-javaee-6.0,org.hibernate.javax.persistence:hibernate-jpa-2.1-api,undecided
org.jboss.spec:jboss-javaee-6.0,org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec,rename:undecided
org.jboss.weld:weld-core,org.jboss.weld.se:weld-se-core,rename:undecided
org.jdom:jdom,jaxen:jaxen,undecided
org.jdom:jdom,org.jdom:jdom2,rename:undecided
org.jdom:jdom2,org.apache.servicemix.bundles:org.apache.servicemix.bundles.jdom,undecided
org.jline:jline,jline:jline,rename:undecided
org.jmock:jmock,org.easymock:easymock,undecided
org.jmock:jmock,org.hamcrest:hamcrest-all,undecided
org.jmock:jmock,org.mockito:mockito-all,undecided
org.jmock:jmock,org.mockito:mockito-core,undecided
org.jmock:jmock-junit4,org.hamcrest:hamcrest-all,undecided
org.jmock:jmock-junit4,org.mockito:mockito-all,undecided
org.jmock:jmock-junit4,org.mockito:mockito-core,undecided
org.jmockit:jmockit,org.mockito:mockito-core,undecided
org.json:json,com.alibaba:fastjson,undecided
org.json:json,com.fasterxml.jackson.core:jackson-annotations,undecided
org.json:json,com.fasterxml.jackson.core:jackson-core,undecided
org.json:json,com.fasterxml.jackson.core:jackson-databind,undecided
org.json:json,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,undecided
org.json:json,com.google.code.gson:gson,undecided
org.json:json,com.googlecode.json-simple:json-simple,undecided
org.json:json,org.apache.felix:org.apache.felix.utils,undecided
org.json:json,org.apache.johnzon:johnzon-core,undecided
org.json:json,org.codehaus.jackson:jackson-mapper-asl,undecided
org.json:json,org.codehaus.jackson:jackson-xc,undecided
org.json:json,org.codehaus.jettison:jettison,undecided
org.json:json,org.springframework.boot:spring-boot-starter-json,undecided
org.jsoup:jsoup,net.htmlparser.jericho:jericho-html,undecided
org.junit.jupiter:junit-jupiter-api,junit:junit,rename:undecided
org.junit.jupiter:junit-jupiter-api,org.junit.platform:junit-platform-runner,rename:downgrade
org.junit.jupiter:junit-jupiter-api,org.junit.vintage:junit-vintage-engine,rename:undecided
org.junit.jupiter:junit-jupiter-api,org.scalatest:scalatest_2.12,undecided
org.junit.jupiter:junit-jupiter-api,org.testng:testng,undecided
org.junit.jupiter:junit-jupiter-engine,junit:junit,rename:undecided
org.junit.jupiter:junit-jupiter-engine,org.junit.vintage:junit-vintage-engine,rename:undecided
org.junit.jupiter:junit-jupiter-engine,org.junit:junit-bom,rename:undecided
org.junit.jupiter:junit-jupiter-params,junit:junit,rename:undecided
org.junit.jupiter:junit-jupiter-params,org.junit:junit-bom,rename:undecided
org.junit.platform:junit-platform-launcher,junit:junit,rename:undecided
org.junit.platform:junit-platform-launcher,org.junit.jupiter:junit-jupiter,rename:upgrade
org.junit.platform:junit-platform-surefire-provider,junit:junit,rename:undecided
org.junit.vintage:junit-vintage-engine,ch.qos.logback:logback-classic,undecided
org.junit.vintage:junit-vintage-engine,junit:junit,rename:undecided
org.junit.vintage:junit-vintage-engine,org.assertj:assertj-core,undecided
org.junit.vintage:junit-vintage-engine,org.hamcrest:hamcrest-all,undecided
org.junit.vintage:junit-vintage-engine,org.junit.jupiter:junit-jupiter-api,rename:undecided
org.junit.vintage:junit-vintage-engine,org.junit.jupiter:junit-jupiter-engine,rename:undecided
org.junit.vintage:junit-vintage-engine,org.junit.jupiter:junit-jupiter-migrationsupport,rename:undecided
org.junit.vintage:junit-vintage-engine,org.junit.jupiter:junit-jupiter-params,rename:undecided
org.junit.vintage:junit-vintage-engine,org.junit.platform:junit-platform-launcher,rename:downgrade
org.junit.vintage:junit-vintage-engine,org.junit.platform:junit-platform-runner,rename:downgrade
org.junit.vintage:junit-vintage-engine,org.mockito:mockito-junit-jupiter,undecided
org.lwjgl.lwjgl:lwjgl,org.lwjgl:lwjgl,rename:upgrade
org.mariadb.jdbc:mariadb-java-client,org.postgresql:postgresql,undecided
org.mockito:mockito-all,org.codehaus.sonar:sonar-testing-harness,undecided
org.mockito:mockito-all,org.hamcrest:hamcrest,undecided
org.mockito:mockito-all,org.hamcrest:hamcrest-all,undecided
org.mockito:mockito-all,org.hamcrest:hamcrest-core,undecided
org.mockito:mockito-all,org.hamcrest:hamcrest-library,undecided
org.mockito:mockito-all,org.hamcrest:java-hamcrest,undecided
org.mockito:mockito-all,org.jmock:jmock,undecided
org.mockito:mockito-all,org.junit.jupiter:junit-jupiter-api,undecided
org.mockito:mockito-all,org.junit.jupiter:junit-jupiter-engine,undecided
org.mockito:mockito-all,org.junit.jupiter:junit-jupiter-params,undecided
org.mockito:mockito-all,org.mockito:mockito-core,rename:undecided
org.mockito:mockito-all,org.powermock:powermock-api-mockito,undecided
org.mockito:mockito-all,org.powermock:powermock-core,undecided
org.mockito:mockito-all,org.powermock:powermock-module-junit4,undecided
org.mockito:mockito-core,org.jmock:jmock-junit4,undecided
org.mockito:mockito-core,org.powermock:powermock-api-mockito,undecided
org.mockito:mockito-core,org.powermock:powermock-core,undecided
org.mockito:mockito-core,org.powermock:powermock-module-junit4,undecided
org.mockito:mockito-core,org.springframework.boot:spring-boot-starter-logging,undecided
org.mockito:mockito-core,org.springframework.boot:spring-boot-starter-test,undecided
org.mongodb:mongo-java-driver,org.hsqldb:hsqldb,undecided
org.mongodb:mongo-java-driver,org.springframework.boot:spring-boot-starter-data-mongodb,undecided
org.mortbay.jetty:jetty,javax.servlet:javax.servlet-api,undecided
org.mortbay.jetty:jetty,org.eclipse.jetty.aggregate:jetty-all,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty.aggregate:jetty-all-server,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-continuation,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-deploy,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-http,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-io,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-jmx,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-jsp,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-jsp-2.1,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-plus,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-security,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-server,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-servlet,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-servlets,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-util,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-util-ajax,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-webapp,rename:undecided
org.mortbay.jetty:jetty,org.eclipse.jetty:jetty-xml,rename:undecided
org.mortbay.jetty:jetty,org.jboss.errai:errai-cdi-jboss,undecided
org.mortbay.jetty:jetty-util,javax.servlet:servlet-api,undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty.aggregate:jetty-all-server,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty.orbit:javax.servlet,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-continuation,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-deploy,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-http,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-io,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-jmx,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-jsp,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-plus,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-security,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-server,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-servlet,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-servlets,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-util,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-util-ajax,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-webapp,rename:undecided
org.mortbay.jetty:jetty-util,org.eclipse.jetty:jetty-xml,rename:undecided
org.mybatis.spring.boot:mybatis-spring-boot-starter,com.baomidou:mybatis-plus-boot-starter,undecided
org.mybatis.spring.boot:mybatis-spring-boot-starter,com.baomidou:mybatis-plus-generator,undecided
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework.boot:spring-boot-starter-data-jpa,undecided
org.mybatis.spring.boot:mybatis-spring-boot-starter,tk.mybatis:mapper-spring-boot-starter,undecided
org.mybatis:mybatis,com.baomidou:mybatis-plus-boot-starter,undecided
org.mybatis:mybatis,com.baomidou:mybatis-plus-extension,undecided
org.mybatis:mybatis,com.baomidou:mybatis-plus-generator,undecided
org.mybatis:mybatis,org.mybatis.generator:mybatis-generator-core,rename:undecided
org.mybatis:mybatis,org.mybatis.spring.boot:mybatis-spring-boot-starter,rename:undecided
org.mybatis:mybatis-spring,org.hibernate:hibernate-validator,undecided
org.mybatis:mybatis-spring,org.mybatis.spring.boot:mybatis-spring-boot-starter,rename:undecided
org.mybatis:mybatis-spring,tk.mybatis:mapper-spring-boot-starter,undecided
org.neo4j:neo4j,org.neo4j.test:neo4j-harness,rename:undecided
org.osgi:org.osgi.core,org.apache.felix:org.apache.felix.framework,undecided
org.osgi:org.osgi.core,org.apache.karaf:org.apache.karaf.main,undecided
org.ow2.asm:asm,asm:asm,rename:downgrade
org.ow2.asm:asm,asm:asm-commons,rename:downgrade
org.ow2.asm:asm-all,asm:asm-all,rename:undecided
org.ow2.asm:asm-commons,asm:asm,rename:downgrade
org.ow2.asm:asm-commons,asm:asm-commons,rename:downgrade
org.parboiled:parboiled-java,org.antlr:antlr4-runtime,undecided
org.postgresql:postgresql,mysql:mysql-connector-java,undecided
org.postgresql:postgresql,org.mariadb.jdbc:mariadb-java-client,undecided
org.postgresql:postgresql,org.xerial:sqlite-jdbc,undecided
org.powermock:powermock-api-easymock,org.powermock:powermock-api-mockito,rename:undecided
org.powermock:powermock-api-mockito,com.fasterxml.jackson.core:jackson-core,undecided
org.powermock:powermock-api-mockito,com.fasterxml.jackson.core:jackson-databind,undecided
org.powermock:powermock-api-mockito,org.hamcrest:hamcrest,undecided
org.powermock:powermock-api-mockito,org.jmockit:jmockit,undecided
org.powermock:powermock-api-mockito,org.mockito:mockito-all,undecided
org.powermock:powermock-api-mockito,org.mockito:mockito-core,undecided
org.powermock:powermock-api-mockito,org.powermock:powermock-api-mockito2,undecided
org.powermock:powermock-module-junit4,com.fasterxml.jackson.core:jackson-databind,undecided
org.powermock:powermock-module-junit4,org.mockito:mockito-all,undecided
org.powermock:powermock-module-junit4,org.mockito:mockito-core,undecided
org.powermock:powermock-module-junit4,org.springframework.boot:spring-boot-starter-test,undecided
org.projectlombok:lombok,org.jetbrains.kotlin:kotlin-stdlib,undecided
org.projectlombok:lombok,org.jetbrains.kotlin:kotlin-stdlib-jdk8,undecided
org.projectlombok:lombok,org.jetbrains.kotlin:kotlin-test,undecided
org.reflections:reflections,com.puppycrawl.tools:checkstyle,undecided
org.reflections:reflections,eu.infomas:annotation-detector,undecided
org.reflections:reflections,io.github.lukehutch:fast-classpath-scanner,undecided
org.scannotation:scannotation,javassist:javassist,undecided
org.scribe:scribe,com.github.scribejava:scribejava-apis,rename:undecided
org.seleniumhq.selenium:selenium-api,org.jboss.arquillian.selenium:selenium-bom,undecided
org.seleniumhq.selenium:selenium-java,org.jboss.arquillian.selenium:selenium-bom,undecided
org.seleniumhq.selenium:selenium-server,org.jboss.arquillian.selenium:selenium-bom,undecided
org.simpleframework:simple-xml,com.fasterxml.jackson.core:jackson-annotations,undecided
org.simpleframework:simple-xml,com.fasterxml.jackson.core:jackson-core,undecided
org.simpleframework:simple-xml,com.fasterxml.jackson.core:jackson-databind,undecided
org.simpleframework:simple-xml,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,undecided
org.simpleframework:simple-xml,com.fasterxml.jackson.datatype:jackson-datatype-joda,undecided
org.slf4j:jcl-over-slf4j,ch.qos.logback:logback-classic,undecided
org.slf4j:jcl-over-slf4j,ch.qos.logback:logback-core,undecided
org.slf4j:jcl-over-slf4j,com.fasterxml.jackson.core:jackson-databind,undecided
org.slf4j:jcl-over-slf4j,log4j:log4j,undecided
org.slf4j:jcl-over-slf4j,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:jcl-over-slf4j,org.apache.logging.log4j:log4j-core,undecided
org.slf4j:jcl-over-slf4j,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:jul-to-slf4j,org.apache.logging.log4j:log4j-jul,undecided
org.slf4j:log4j-over-slf4j,ch.qos.logback:logback-classic,undecided
org.slf4j:log4j-over-slf4j,commons-logging:commons-logging,undecided
org.slf4j:log4j-over-slf4j,log4j:log4j,undecided
org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-1.2-api,undecided
org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-core,undecided
org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-to-slf4j,undecided
org.slf4j:slf4j-android,com.github.tony19:logback-android-classic,undecided
org.slf4j:slf4j-api,ch.qos.logback:logback-classic,undecided
org.slf4j:slf4j-api,commons-logging:commons-logging,undecided
org.slf4j:slf4j-api,io.airlift:log,undecided
org.slf4j:slf4j-api,log4j:log4j,undecided
org.slf4j:slf4j-api,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:slf4j-api,org.apache.logging.log4j:log4j-core,undecided
org.slf4j:slf4j-api,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:slf4j-api,org.jboss.logging:jboss-logging,undecided
org.slf4j:slf4j-api,org.jboss.logging:jboss-logging-annotations,undecided
org.slf4j:slf4j-ext,org.jboss.logging:jboss-logging,undecided
org.slf4j:slf4j-ext,org.jboss.logging:jboss-logging-processor,undecided
org.slf4j:slf4j-ext,org.jboss.logmanager:jboss-logmanager,undecided
